question_id,subject_code,exam_year,exam_session,question_text,mapped_l1_code,mapped_l1_name,mapped_l2_code,mapped_l2_name,mapped_l3_code,mapped_l3_name,mapping_depth,confidence,mapping_reason,keywords,needs_review
A2-021,A2,114,第四梯次,某公司開發的智慧車載語音助理，可透過語音辨識（ASR）辨識駕駛語音，再由 LLM 生成回答並查詢車載 API。測試中發現：ASR 對汽車專業術語辨識錯誤率高；LLM的回覆常不精確；系統回覆延遲雖存在但仍可接受。若目標是「優先提升準確性與回答品質」，下列改進步驟的最合理執行順序為何？1. 擴充並標註汽車領域語音資料，微調 ASR 模型2. 微調 LLM 並加入檢索增強（RAG）3. 優化系統架構，引入批次推論降低延遲4. 動態調整生成溫度，平衡準確度與多樣性,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12302,生成式AI導入規劃,L3,0.95,命中 生成式AI導入規劃 的明確關鍵詞,"ASR,RAG,執行順序,微調",FALSE
A2-022,A2,114,第四梯次,一家顧問公司使用生成式 AI協助撰寫數據分析報告。雖然模型在測試中表現優異，但其生成的報告多半僅遵循固定段落結構，替換數值或關鍵詞即可完成，卻未能展現針對不同專案的多樣化推理與分析。下列何者為造成這種現象的最合理解釋？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12303,生成式AI風險管理,L3,0.65,生成內容固定段落屬輸出品質風險,"生成內容,固定段落",FALSE
A2-023,A2,114,第四梯次,在應用零樣本提示（Zero-Shot Prompting）時，下列哪一種情境最可能因缺乏示範而失敗，出現語意錯誤或結構錯誤的輸出？,L12,生成式 AI 應用與規劃,L122,生成式 AI 應用領域與工具使用,L12202,如何善用生成式AI工具,L3,0.85,命中 如何善用生成式AI工具 的明確關鍵詞,Zero-Shot,FALSE
A2-024,A2,114,第四梯次,某保險公司計畫導入生成式 AI的內部合約查詢系統，協助業務員與法務部門快速解讀保單條款與理賠規範。高層特別強調客戶資料隱私與合規風險控管，即使需要投入較多資源，也必須確保資料不會外洩。在此情況下，下列哪一種策略最符合公司的資料安全與合規優先考量？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12303,生成式AI風險管理,L3,0.95,命中 生成式AI風險管理 的明確關鍵詞,"合規,法遵,資料不會外洩",FALSE
A2-025,A2,114,第四梯次,某新創公司開發一套圖像描述生成系統，能根據輸入的照片自動產生說明文字。為了讓產生的描述文字能與圖片資訊精準對應，下列哪一種設計思路最關鍵？,L12,生成式 AI 應用與規劃,L122,生成式 AI 應用領域與工具使用,L12201,生成式AI應用領域與常見工具,L3,0.94,命中 生成式AI應用領域與常見工具 的明確關鍵詞,"圖像描述生成,自動產生說明文字,說明文字",FALSE
A2-026,A2,114,第四梯次,某電商平台希望生成的商品描述在風格與用詞上保持一致性，但不需要新增專業知識。下列哪種方法最適合？,L12,生成式 AI 應用與規劃,L122,生成式 AI 應用領域與工具使用,L12202,如何善用生成式AI工具,L3,0.7,以少量範例維持風格一致屬提示策略,"Few-shot,風格一致",FALSE
A2-027,A2,114,第四梯次,某企業已建置 AI 語音記錄系統，並希望整合生成式 AI 進行「會議即時摘要」功能，下列哪一種策略最能提升摘要的語意品質與使用價值？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12302,生成式AI導入規劃,L3,0.87,命中 生成式AI導入規劃 的明確關鍵詞,"會議即時摘要,語音轉文字",FALSE
A2-028,A2,114,第四梯次,某公司正在開發一個智慧客服系統，負責回覆顧客關於退換貨、優惠活動與商品建議等問題。研發團隊嘗試使用不同的提示設計方式來提升模型效能。下列哪一個提示最符合「少樣本提示（Few-Shot Prompting）」的設計原則？,L12,生成式 AI 應用與規劃,L122,生成式 AI 應用領域與工具使用,L12202,如何善用生成式AI工具,L3,0.85,命中 如何善用生成式AI工具 的明確關鍵詞,Few-Shot,FALSE
A2-029,A2,114,第四梯次,某投資公司導入生成式 AI，用於即時分析股市波動並提供市場背景資訊。若希望 AI能兼顧「即時性」與「可靠性」。下列哪一項設計最能有效提升 AI在即時股市分析上的表現？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12302,生成式AI導入規劃,L3,0.8,RAG 即時資訊架構屬導入規劃,"RAG,即時",FALSE
A2-030,A2,114,第四梯次,某大型物流公司計畫導入 AI系統，以改善客服與配送作業的效率。專案團隊規劃了以下四個步驟，請問正確的執行順序為何？1. 建立符合公司服務流程的 AI 對話邏輯與應答範本，確保顧客體驗一致2. 明確定義導入 AI的目標並設定關鍵績效指標（KPI）3. 蒐集與清理過往客服紀錄與配送相關資料，作為模型訓練素材4. 評估並選擇合適的 AI 技術供應商或開源方案，確立技術方向與架構,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12302,生成式AI導入規劃,L3,0.7,多數線索指向 生成式AI導入規劃,執行順序,FALSE
A2-031,A2,114,第四梯次,某跨國電商企業導入生成式 AI，協助處理顧客服務請求，並根據顧客歷史訂單提供個人化建議。資安與法遵部門擔心 AI在回覆時可能洩漏顧客個資，若要在導入初期優先避免觸法風險，下列哪一項措施最符合要求？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12303,生成式AI風險管理,L3,0.7,多數線索指向 生成式AI風險管理,法遵,FALSE
A2-032,A2,114,第四梯次,某國際銀行導入生成式 AI，用於彙整不同國家金融監管機構的合規規範，建立跨國合規知識庫。由於各國條文表述方式不同，且監管要求具有高度專業性與隱含邏輯，若要確保知識庫在後續查詢與生成報告時能維持正確性與一致性，下列哪一項 AI能力最為關鍵？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12303,生成式AI風險管理,L3,0.9,命中 生成式AI風險管理 的明確關鍵詞,"合規,法規",FALSE
A2-033,A2,114,第四梯次,在企業導入 MLOps（Machine Learning Operations）的過程中，除了模型部署與維運挑戰外，仍可能面臨其他推動上的困難。下列何者為 No Code平台最能有效解決的挑戰？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12302,生成式AI導入規劃,L3,0.7,MLOps 屬導入規劃中的部署維運,"MLOps,部署,維運",FALSE
A2-034,A2,114,第四梯次,某醫療機構計畫導入生成式 AI協助撰寫病歷摘要。在技術測試階段，為確保系統能安全應用於臨床，最應優先關注下列哪一項指標？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12303,生成式AI風險管理,L3,0.7,臨床安全應用屬風險管理,"臨床,安全",FALSE
A2-035,A2,114,第四梯次,在即時客服系統的效能測試中，若針對延遲測試（Latency Testing）進行評估，下列哪一項指標最能反映系統是否符合用戶即時互動需求？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12301,生成式AI導入評估,L3,0.7,多數線索指向 生成式AI導入評估,效能測試,FALSE
A2-036,A2,114,第四梯次,某航空公司導入生成式 AI聲控客服，提供航班與票務查詢。有人員透過惡意提示，試圖讓系統洩漏內部安檢流程。在此情境中，下列何者為降低提示攻擊（Prompt Injection）風險的最佳策略？,L12,生成式 AI 應用與規劃,L122,生成式 AI 應用領域與工具使用,L12202,如何善用生成式AI工具,L3,0.7,多數線索指向 如何善用生成式AI工具,Prompt,FALSE
A2-037,A2,114,第四梯次,在機器學習模型的實務應用中，常會出現數據漂移（Data Drift）的情況。此現象主要是指下列哪一種情況？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12303,生成式AI風險管理,L3,0.85,命中 生成式AI風險管理 的明確關鍵詞,Data Drift,FALSE
A2-038,A2,114,第四梯次,某銀行導入生成式 AI放貸審核系統，用於分析申貸人條件並生成初步審核意見。測試過程中發現，模型對不同族群的核准率存在顯著差異，可能引發演算法偏見問題。為降低此風險，下列哪一項措施最合適？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12303,生成式AI風險管理,L3,0.93,命中 生成式AI風險管理 的明確關鍵詞,"偏差,偏見,公平性,合規",FALSE
A2-039,A2,114,第四梯次,在提示工程（Prompt Engineering）的應用中，Chain-of-Thought（CoT）與 Tree of Thoughts（ToT）各適用於不同的推理情境，請問以下兩個情境，分別最適合採用哪一種方法？情境一：電商公司開發客服助理，用來協助客戶查詢退款流程與相關規範情境二：活動策劃團隊使用 AI協助規劃多場跨部門行銷活動，需要同時考量預算、場地、時程與人力資源，並比較不同方案的可行性。,L12,生成式 AI 應用與規劃,L122,生成式 AI 應用領域與工具使用,L12202,如何善用生成式AI工具,L3,0.95,命中 如何善用生成式AI工具 的明確關鍵詞,"CoT,Prompt,Prompt Engineering,提示工程",FALSE
A2-040,A2,114,第四梯次,在生成式 AI 的提示工程中，Graph Prompting 在處理複雜關係資料時，為何通常比 Chain-of-Thought（CoT）更有效？,L12,生成式 AI 應用與規劃,L122,生成式 AI 應用領域與工具使用,L12202,如何善用生成式AI工具,L3,0.95,命中 如何善用生成式AI工具 的明確關鍵詞,"CoT,提示工程",FALSE
A2-041,A2,114,第四梯次,在少樣本提示（Few-shot Prompting）僅能提供 1–2 個範例的情況下，若遇到領域偏移（Domain Shift），下列何者為模型最可能面臨的核心挑戰？,L12,生成式 AI 應用與規劃,L122,生成式 AI 應用領域與工具使用,L12202,如何善用生成式AI工具,L3,0.85,命中 如何善用生成式AI工具 的明確關鍵詞,Few-shot,FALSE
A2-042,A2,114,第四梯次,"某金融機構導入檢索增強生成（Retrieval-Augmented Generation, RAG）模型，用於客服文件查詢與自動回覆。由於大型模型運算成本過高，若考慮引入知識蒸餾（Knowledge Distillation, KD）技術，下列何者為帶來的主要效益？",L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12302,生成式AI導入規劃,L3,0.95,命中 生成式AI導入規劃 的明確關鍵詞,"RAG,檢索增強生成,知識蒸餾",FALSE
A2-043,A2,114,第四梯次,在評估大型語言模型，例如 7B、13B、175B參數規模時，模型規模對基準測試（Benchmark）結果的影響，下列哪一種說法最為恰當？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12301,生成式AI導入評估,L3,0.95,命中 生成式AI導入評估 的明確關鍵詞,"Benchmark,基準測試,模型規模對基準測試,模型規模與基準測試,評估大型語言模型",FALSE
A2-044,A2,114,第四梯次,在 AI應用設計中，Model Context Protocol（MCP）與檢索增強生成（RAG）都能擴展模型的能力，但兩者的核心差異主要為下列何者？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12302,生成式AI導入規劃,L3,0.95,命中 生成式AI導入規劃 的明確關鍵詞,"MCP,Model Context Protocol,RAG,檢索增強生成",FALSE
A2-045,A2,114,第四梯次,下列哪一個資料集專門設計用於測試大型語言模型在多領域、多任務語言理解中，涵蓋人文、科學與社會科學等領域，而非專門用於數學推理或中文專業知識？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12301,生成式AI導入評估,L3,0.87,命中 生成式AI導入評估 的明確關鍵詞,"MMLU,多領域、多任務語言理解",FALSE
A2-046,A2,114,第四梯次,某智慧工廠導入生成式 AI，協助產線工程師即時產生維修指引與操作建議。下列哪一項並非團隊在系統設計中加入 Guardrails（防護機制）的主要目的？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12303,生成式AI風險管理,L3,0.85,Guardrails 防護機制屬風險管理,"Guardrails,防護",FALSE
A2-047,A2,114,第四梯次,某顧問公司導入生成式 AI，協助團隊快速檢索並摘要長篇的法規文件。為了改善檢索結果常出現不相關或過於分散內容的問題，下列何者為團隊決定對文件進行文本切分（Chunking）的主要目的？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12303,生成式AI風險管理,L3,0.7,多數線索指向 生成式AI風險管理,法規,FALSE
A2-048,A2,114,第四梯次,某開發團隊在建置企業內部知識檢索系統時，選擇採用多向量檢索器（Multi-vector Retriever），下列何者為協助提升系統查詢的完整性與精準度的主要方式？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12302,生成式AI導入規劃,L3,0.95,命中 生成式AI導入規劃 的明確關鍵詞,"Multi-vector Retriever,多向量檢索器",FALSE
A2-049,A2,114,第四梯次,在 Agentic AI的架構中，解決方案圖譜（Solution Graph）常被用來輔助代理的任務執行，其主要作用為何？,L12,生成式 AI 應用與規劃,L123,生成式 AI 導入評估規劃,L12302,生成式AI導入規劃,L3,0.95,命中 生成式AI導入規劃 的明確關鍵詞,"Agentic AI,Solution Graph,解決方案圖譜",FALSE
A2-050,A2,114,第四梯次,小明想開發一個部落格寫作工具，讓用戶輸入文章開頭後，系統自動幫忙寫出後續內容，例如輸入「今天去了台北木柵動物園...」，系統就能續寫。若要實現這樣的功能，最適合選擇下列哪一類任務？,L12,生成式 AI 應用與規劃,L122,生成式 AI 應用領域與工具使用,L12201,生成式AI應用領域與常見工具,L3,0.7,多數線索指向 生成式AI應用領域與常見工具,部落格寫作工具,FALSE
A1-051,A1,115,第一次,下列何者不屬於資料整合（Data Integration）的主要目的？,L11,人工智慧基礎概論,L112,資料處理與分析概念,L11201,資料基本概念與來源,L3,0.95,命中 資料基本概念與來源 的明確關鍵詞,"Data Integration,資料整合",FALSE
A1-052,A1,115,第一次,某智慧城市專案導入 AI 技術，以優化垃圾收集路線調度並即時監測空氣品質變化。系統需持續蒐集環境數據（如 PM2.5、氣體濃度）與設備狀態（如垃圾桶滿溢度）。下列何種技術最直接支援上述需求？,L11,人工智慧基礎概論,,,,,L1,0.45,智慧城市 IoT/AI 應用情境，初級無對應細項,,TRUE
A1-053,A1,115,第一次,下列何者不符合非監督式學習（Unsupervised Learning）的典型特徵？,L11,人工智慧基礎概論,L113,機器學習概念,L11301,機器學習基本原理,L3,0.95,命中 機器學習基本原理 的明確關鍵詞,"Unsupervised Learning,supervised Learning,監督式學習,非監督式學習",FALSE
A1-054,A1,115,第一次,某保險公司建立 AI 理賠金額預測模型。歷史理賠資料經檢定後呈近似常態分佈，但仍存在少數極端高額案件。資料科學團隊在不破壞整體分佈特性的前提下，規劃進行離群值處理。下列何者最不適當？,L11,人工智慧基礎概論,L112,資料處理與分析概念,L11202,資料整理與分析流程,L3,0.95,命中 資料整理與分析流程 的明確關鍵詞,"One-hot,Trimming,極端值,離群值",FALSE
A1-055,A1,115,第一次,某銀行建立 AI 詐欺交易偵測模型。歷史交易資料中，詐欺樣本比例極低，導致模型訓練時偏向預測為「正常交易」。資料科學團隊評估採用 SMOTE（Synthetic Minority Over-sampling Technique）改善訓練資料分佈。下列何者最符合 SMOTE技術的主要功能？,L11,人工智慧基礎概論,L112,資料處理與分析概念,L11202,資料整理與分析流程,L3,0.9,SMOTE 屬於資料整理（過取樣）流程,"SMOTE,類別失衡",FALSE
A1-056,A1,115,第一次,資料科學團隊在模型訓練前，需對數值特徵進行正規化（Normalization）或標準化（Standardization）。為確保模型評估結果具真實性並避免資料洩漏（Data Leakage），下列何者為最適當的作法？,L11,人工智慧基礎概論,L112,資料處理與分析概念,L11202,資料整理與分析流程,L3,0.95,命中 資料整理與分析流程 的明確關鍵詞,"Data Leakage,Normalization,Standardization,標準化,正規化,資料分割",FALSE
A1-057,A1,115,第一次,某電信公司建立機器學習模型預測用戶流失風險。資料中包含多個類別型特徵（Categorical Features），例如「資費方案類型」與「客戶地區」。為使模型能有效使用這些特徵，下列何者最直接用於將類別型特徵轉換為模型可處理的數值格式？,L11,人工智慧基礎概論,L112,資料處理與分析概念,L11202,資料整理與分析流程,L3,0.95,命中 資料整理與分析流程 的明確關鍵詞,"Feature Cross,One-hot,特徵交叉,類別型特徵",FALSE
A1-058,A1,115,第一次,某零售企業在建置機器學習模型預測顧客購買機率時， 資料同時包含大量稀疏類別特徵與數值型特徵。 團隊希望模型既能學習過去已出現的特徵組合規律，也能對未出現的特徵組合做出合理預測。 下列哪一種模型架構最適合此類需求？,L11,人工智慧基礎概論,L113,機器學習概念,L11302,常見的機器學習模型,L3,0.95,命中 常見的機器學習模型 的明確關鍵詞,"Decision Tree,Linear Regression,SVM,Wide and Deep,寬深模型,支援向量機",FALSE
A1-059,A1,115,第一次,某影音串流平台建立神經網路模型，用於預測使用者最可能感興趣的影片類型。模型輸出層需將結果轉換為各類別的機率分佈，以便系統依機率高低推薦內容。下列哪一種函數最適合用於模型輸出層？,L11,人工智慧基礎概論,L113,機器學習概念,L11302,常見的機器學習模型,L3,0.7,多數線索指向 常見的機器學習模型,"Softmax,機率分佈,神經網路",FALSE
A1-060,A1,115,第一次,某設計公司導入生成式 AI（Generative AI）工具，用於自動產生產品概念圖與風格草圖。為了讓系統能依據既有圖像資料產生具有變化且風格一致的新圖像，模型必須具備學習資料特性並生成新樣本的能力。下列哪一種模型技術或方法最符合上述需求？,L11,人工智慧基礎概論,L113,機器學習概念,L11302,常見的機器學習模型,L3,0.95,命中 常見的機器學習模型 的明確關鍵詞,"K-近鄰,KNN,Random Forest,VAE,Variational Autoencoder,隨機森林",FALSE
A1-061,A1,115,第一次,某企業導入生成式 AI（Generative AI）系統自動產出會議摘要，並規劃額外建置一套 AI 系統，用於評估摘要內容的正確性與完整性。下列何者為此 AI 系統的核心目標？,L11,人工智慧基礎概論,L114,鑑別式 AI 與生成式 AI 概念,L11402,鑑別式AI與生成式AI的整合應用,L3,0.7,多數線索指向 鑑別式AI與生成式AI的整合應用,評估摘要內容,FALSE
A1-062,A1,115,第一次,ChatGPT、Gemini 等對話型生成式 AI 工具所依據的基礎模型技術，下列何者正確？,L11,人工智慧基礎概論,L113,機器學習概念,L11302,常見的機器學習模型,L3,0.7,多數線索指向 常見的機器學習模型,"Decision Tree,決策樹",FALSE
A1-063,A1,115,第一次,根據《金融機構運用人工智慧技術作業規範》，金融機構於使用人工智慧提供金融服務並直接與消費者互動時，下列何者非必要揭露之資訊？,L11,人工智慧基礎概論,L111,人工智慧概念,L11102,AI治理概念,L3,0.85,命中 AI治理概念 的明確關鍵詞,金融機構運用人工智慧,FALSE
A1-064,A1,115,第一次,下列哪一項「AI 技術應用與產業領域」的對應最為恰當？,L11,人工智慧基礎概論,L111,人工智慧概念,L11101,AI的定義與分類,L3,0.7,多數線索指向 AI的定義與分類,AI 技術應用與產業領域,FALSE
A1-065,A1,115,第一次,在資料處理中，下列何者屬於「結構化數據」的例子？,L11,人工智慧基礎概論,L112,資料處理與分析概念,L11201,資料基本概念與來源,L3,0.7,多數線索指向 資料基本概念與來源,結構化數據,FALSE
A1-066,A1,115,第一次,關於敘述性統計指標，下列敘述何者最為正確？,L11,人工智慧基礎概論,L112,資料處理與分析概念,L11202,資料整理與分析流程,L3,0.7,多數線索指向 資料整理與分析流程,"極端值,離群值",FALSE
A1-067,A1,115,第一次,某企業資料分析人員需針對不同型態的數據選擇合適的視覺化工具。下列哪一種情境最適合使用直方圖（Histogram）？,L11,人工智慧基礎概論,L112,資料處理與分析概念,L11202,資料整理與分析流程,L3,0.95,命中 資料整理與分析流程 的明確關鍵詞,"Histogram,直方圖,視覺化",FALSE
A1-068,A1,115,第一次,"某電商平台工程師需在已排序的價格清單中，快速定位指定價格是否存在，給定排序後陣列：arr = [3, 8, 14, 19, 21, 27, 33, 45, 52]。若搜尋目標值為 27，且採用標準二分搜尋（Binary Search）流程（每次比較後排除中位數），請問最多需要比較幾次即可找到目標？",L11,人工智慧基礎概論,,,,,L1,0.35,二分搜尋演算法非簡章主題,,TRUE
A1-069,A1,115,第一次,某物流公司導入強化式學習（Reinforcement Learning）優化車隊調度。模型在系統運行過程中，會依據不同配送狀態動態調整行動選擇方式，使決策結果逐步朝較佳績效收斂。上述模型在學習過程中的調整行為，最符合下列哪一項強化式學習核心機制？,L11,人工智慧基礎概論,L113,機器學習概念,L11301,機器學習基本原理,L3,0.94,命中 機器學習基本原理 的明確關鍵詞,"Reinforcement Learning,強化式學習",FALSE
A1-070,A1,115,第一次,某團隊訓練影像分類模型，發現模型在訓練資料上的準確率達 98%，但在測試資料上僅有 72%。若團隊希望提升模型對新資料的適應能力，並增加訓練資料的多樣性，下列何者最適合？,L11,人工智慧基礎概論,L112,資料處理與分析概念,L11202,資料整理與分析流程,L3,0.7,以資料增強（旋轉、翻轉）處理過擬合屬於資料整理流程,"資料增強,旋轉,翻轉,過擬合",FALSE
A1-071,A1,115,第一次,某時尚品牌導入生成式 AI（Generative AI）技術，建立服裝設計輔助系統。系統需根據設計師輸入的風格條件，自動產生具有高度視覺品質、細節穩定且風格變化自然的服裝草圖。團隊特別重視生成結果的穩定性與多樣性控制能力。在此需求下，下列哪一種模型技術或方法較為適合？,L11,人工智慧基礎概論,L113,機器學習概念,L11302,常見的機器學習模型,L3,0.94,命中 常見的機器學習模型 的明確關鍵詞,"Decision Tree,SVM,支援向量機,決策樹",FALSE
A1-072,A1,115,第一次,某製造業工廠規劃導入 AI 監控系統，持續分析設備感測數據（如溫度、震動與壓力）。系統需能在缺乏完整異常標註資料的情況下，辨識與一般運作型態顯著不同的狀態，並發出預警。在此需求下，下列何種技術較為適合？,L11,人工智慧基礎概論,L113,機器學習概念,L11302,常見的機器學習模型,L3,0.95,命中 常見的機器學習模型 的明確關鍵詞,"Decision Tree,SVM,VAE,Variational Autoencoder,支援向量機,決策樹",FALSE
A1-073,A1,115,第一次,在 AI 推論服務架構設計中，「批次推論（Batch Inference）」與「即時推論（Real-time Inference）」常依任務特性選擇不同機制。下列關於兩者特性的敘述何者最正確？,L11,人工智慧基礎概論,L114,鑑別式 AI 與生成式 AI 概念,L11402,鑑別式AI與生成式AI的整合應用,L3,0.95,命中 鑑別式AI與生成式AI的整合應用 的明確關鍵詞,"Batch Inference,Real-time Inference,即時推論,批次推論",FALSE
A1-074,A1,115,第一次,某企業導入大型語言模型作為客服助理。模型已具備穩定語言能力，但在回覆偏好一致性與組織規範遵循方面仍需優化，團隊因此規劃導入人類反饋強化學習（RLHF）流程，下列何者最不屬於 RLHF 階段的典型技術活動？,L11,人工智慧基礎概論,L114,鑑別式 AI 與生成式 AI 概念,L11402,鑑別式AI與生成式AI的整合應用,L3,0.95,命中 鑑別式AI與生成式AI的整合應用 的明確關鍵詞,"RLHF,人類反饋強化學習",FALSE
A1-075,A1,115,第一次,在大型語言模型（LLM）的推論服務中，常透過請求批次處理（Batching）來提升系統效能。關於批次處理（Batching）機制的影響，下列敘述何者最正確？,L11,人工智慧基礎概論,L114,鑑別式 AI 與生成式 AI 概念,L11402,鑑別式AI與生成式AI的整合應用,L3,0.7,LLM 批次推論屬生成式 AI 整合應用議題,"Batching,批次處理,推論",FALSE
A1-076,A1,115,第一次,"在可解釋 AI(Explainable AI, XAI) 的分類架構中，LIME（Local Interpretable Model-agnostic Explanations）屬於哪一類解釋技術？",L11,人工智慧基礎概論,L111,人工智慧概念,L11102,AI治理概念,L3,0.95,命中 AI治理概念 的明確關鍵詞,"Explainable AI,LIME,XAI,可解釋",FALSE
A1-077,A1,115,第一次,SHAP（SHapley Additive exPlanations）值常用於分析機器學習模型的輸出行為。下列何者最符合 SHAP 值所提供的資訊？,L11,人工智慧基礎概論,L111,人工智慧概念,L11102,AI治理概念,L3,0.85,SHAP 為可解釋 AI 工具，屬 AI 治理概念,"SHAP,可解釋",FALSE
A1-078,A1,115,第一次,在金融業導入 AI 模型與可解釋性技術時，反事實解釋（Counterfactual Explanation）最符合下列哪一種應用？,L11,人工智慧基礎概論,L111,人工智慧概念,L11102,AI治理概念,L3,0.95,命中 AI治理概念 的明確關鍵詞,"Counterfactual Explanation,反事實解釋,可解釋",FALSE
A1-079,A1,115,第一次,在深度學習模型的分析與驗證過程中，研究人員有時會利用「顯著性圖（Saliency Map）」來輔助理解模型行為。下列何者最符合此技術的主要用途？,L11,人工智慧基礎概論,L111,人工智慧概念,L11102,AI治理概念,L3,0.94,命中 AI治理概念 的明確關鍵詞,"Saliency Map,顯著性圖",FALSE
A1-080,A1,115,第一次,某商業銀行想建立洗錢行為檢測系統，擁有過去 5 年的交易記錄，其中包含已確認的洗錢案例（標記為「異常」）和正常交易（標記為「正常」）。銀行希望系統能自動識別新交易是否為洗錢行為，請問使用下列哪一種機器學習方法最為適合？,L11,人工智慧基礎概論,L113,機器學習概念,L11301,機器學習基本原理,L3,0.93,命中 機器學習基本原理 的明確關鍵詞,"分群問題,分類問題,強化式學習,監督式學習,非監督式學習",FALSE
A1-081,A1,115,第一次,某農場收集了大量作物葉片影像，但只有 30%的影像有病害類別標註，其餘 70%的影像沒有任何標籤。農場希望充分利用所有資料來訓練病害識別模型。這種情況最適合使用哪一種學習方法？,L11,人工智慧基礎概論,L113,機器學習概念,L11301,機器學習基本原理,L3,0.95,命中 機器學習基本原理 的明確關鍵詞,"Reinforcement Learning,Unsupervised Learning,supervised Learning,半監督式,強化式學習,監督式學習",FALSE
A1-082,A1,115,第一次,某環保局想建立 AI 系統監測空氣品質，透過分析監測站攝影機拍攝的影像來識別煙霧。系統需要在影像中找出煙霧區域並標示其位置和範圍。這個應用主要屬於電腦視覺的哪個技術領域？,L11,人工智慧基礎概論,L111,人工智慧概念,L11101,AI的定義與分類,L3,0.7,多數線索指向 AI的定義與分類,屬於電腦視覺的哪個,FALSE
A1-083,A1,115,第一次,"某公車系統想預測各站點的到站時間，需要考慮歷史班次資料、即時路況、天氣等因素。由於路況變化複雜，傳統循環神經網路（Recurrent Neural Network,RNN）在建模時可能難以保留較早期的重要資訊。下列哪種架構最能解決這個問題？",L11,人工智慧基礎概論,L113,機器學習概念,L11302,常見的機器學習模型,L3,0.95,命中 常見的機器學習模型 的明確關鍵詞,"CNN,Convolutional Neural,RNN,Recurrent Neural,卷積神經網路,神經網路",FALSE
A1-084,A1,115,第一次,某保險公司每月處理約 50 萬筆理賠申請，希望建立 AI 系統自動識別可疑的詐欺案件。由於公司內部缺乏 AI 專業人員，且需要快速上線驗證效果，IT 資訊主管正在評估不同的 AI 平台解決方案。在去識別化個人隱私資料後，下列哪一種平台類型最適合該公司的需求？,L11,人工智慧基礎概論,L112,資料處理與分析概念,L11203,資料隱私與安全,L3,0.7,多數線索指向 資料隱私與安全,去識別化,FALSE
A1-085,A1,115,第一次,某市政府規劃釋出市民用電資料供學術研究使用，資料內容包含用電紀錄與部分人口統計欄位。考量資料可能涉及可識別個人之資訊，且須符合個人資料保護相關規範，下列哪一種資料處理方式最為適當？,L11,人工智慧基礎概論,L112,資料處理與分析概念,L11203,資料隱私與安全,L3,0.85,命中 資料隱私與安全 的明確關鍵詞,個人資料保護,FALSE
A1-086,A1,115,第一次,某電子製造公司建置 AI 視覺檢測系統，用於辨識 PCB 電路板製程缺陷。系統在影像判讀任務上表現穩定，但其模型設計與訓練目標皆侷限於特定應用範圍，無法直接遷移至其他營運決策任務。依人工智慧能力範疇分類，下列何者最符合該系統特性？,L11,人工智慧基礎概論,L111,人工智慧概念,L11101,AI的定義與分類,L3,0.95,命中 AI的定義與分類 的明確關鍵詞,"AGI,ASI,Narrow AI,Strong AI,Weak AI,人工智慧能力範疇",FALSE
A1-087,A1,115,第一次,某紡織製造公司導入 AI 系統進行布料瑕疵檢測，每天需處理來自 30 條產線的影像資料，包括高解析度照片、感測器數值、生產參數記錄等多種格式。該公司收集的資料量從每日 2GB 增長至 50GB，且需在布料離開產線前的 3 秒內完成瑕疵判定。近期團隊發現系統在尖峰時段容易出現判定延遲，影響製程節奏。若要優先改善此問題，下列哪一種做法最適合？,L11,人工智慧基礎概論,L112,資料處理與分析概念,L11201,資料基本概念與來源,L3,0.7,多數線索指向 資料基本概念與來源,高解析度照片、感測器數值,FALSE
A1-088,A1,115,第一次,某果園管理公司計畫導入 AI 系統協助農民判斷蘋果成熟度，透過分析果實特徵資訊，評估成熟狀態並自動判斷採收時機。根據 AI 應用領域的分類，這個系統主要屬於哪一個應用領域？,L11,人工智慧基礎概論,L111,人工智慧概念,L11101,AI的定義與分類,L3,0.7,多數線索指向 AI的定義與分類,"AI 應用領域的分類,屬於哪一個",FALSE
